rate_id,postal_code,city,state
1,98195,Seattle,WA
61,92825,Anaheim,CA
99,95813,Sacramento,CA
90,93704,Fresno,CA
52,23464,Virginia Beach,VA
23,10125,New York City,NY
33,95210,Stockton,CA
22,90060,Los Angeles,CA
14,98195,Seattle,WA
37,95138,San Jose,CA
83,99260,Spokane,WA
69,92710,Irvine,CA
12,91499,Van Nuys,CA
82,11247,Brooklyn,NY
61,91606,North Hollywood,CA
97,94605,Oakland,CA
38,91131,Pasadena,CA
50,91411,Van Nuys,CA
23,06721,Waterbury,CT
64,13505,Utica,NY
11,92555,Moreno Valley,CA
37,11499,Jamaica,NY
49,14609,Rochester,NY
15,90094,Los Angeles,CA
44,94257,Sacramento,CA
6,23213,Richmond,VA
55,06152,Hartford,CT
35,92186,San Diego,CA
13,24014,Roanoke,VA
96,93150,Santa Barbara,CA
89,10249,New York City,NY
18,92127,San Diego,CA
60,98464,Tacoma,WA
16,22908,Charlottesville,VA
77,98417,Tacoma,WA
88,01152,Springfield,MA
44,94913,San Rafael,CA
16,11447,Jamaica,NY
57,95128,San Jose,CA
98,10175,New York City,NY
79,98148,Seattle,WA
24,98042,Kent,WA
66,90847,Long Beach,CA
65,94169,San Francisco,CA
50,23668,Hampton,VA
8,10310,Staten Island,NY
87,12227,Albany,NY
43,93778,Fresno,CA
19,08608,Trenton,NJ
92,98008,Bellevue,WA
6,92176,San Diego,CA
25,90305,Inglewood,CA
39,08650,Trenton,NJ
61,14609,Rochester,NY
69,22156,Springfield,VA
7,11254,Brooklyn,NY
85,91205,Glendale,CA
61,91117,Pasadena,CA
15,92867,Orange,CA
43,95118,San Jose,CA
9,91606,North Hollywood,CA
56,94913,San Rafael,CA
35,90410,Santa Monica,CA
63,22119,Merrifield,VA
31,94116,San Francisco,CA
86,10120,New York City,NY
33,02114,Boston,MA
68,92862,Orange,CA
30,94522,Concord,CA
87,90076,Los Angeles,CA
35,10120,New York City,NY
88,94147,San Francisco,CA
63,06538,New Haven,CT
1,98158,Seattle,WA
46,92110,San Diego,CA
60,10633,White Plains,NY
31,02124,Boston,MA
40,14652,Rochester,NY
84,10275,New York City,NY
61,23504,Norfolk,VA
14,23242,Richmond,VA
43,92555,Moreno Valley,CA
67,93584,Lancaster,CA
37,23203,Richmond,VA
19,22313,Alexandria,VA
53,24040,Roanoke,VA
81,02203,Boston,MA
40,92883,Corona,CA
54,91411,Van Nuys,CA
26,98687,Vancouver,WA
36,92648,Huntington Beach,CA
13,93726,Fresno,CA
71,02203,Boston,MA
28,98166,Seattle,WA
46,90005,Los Angeles,CA
52,98464,Tacoma,WA
67,06510,New Haven,CT
45,22205,Arlington,VA
91,92056,Oceanside,CA
85,12242,Albany,NY
92,02283,Boston,MA
58,91616,North Hollywood,CA
11,23228,Richmond,VA
50,22217,Arlington,VA
19,02745,New Bedford,MA
46,23260,Richmond,VA
5,98195,Seattle,WA
12,23237,Richmond,VA
95,91606,North Hollywood,CA
87,94622,Oakland,CA
1,93305,Bakersfield,CA
53,22093,Ashburn,VA
26,94263,Sacramento,CA
5,98417,Tacoma,WA
60,13505,Utica,NY
28,94660,Oakland,CA
53,11210,Brooklyn,NY
12,12255,Albany,NY
24,11054,Port Washington,NY
53,94169,San Francisco,CA
44,11236,Brooklyn,NY
52,02203,Boston,MA
45,06705,Waterbury,CT
28,92513,Riverside,CA
77,94273,Sacramento,CA
28,90087,Los Angeles,CA
34,23459,Virginia Beach,VA
36,11254,Brooklyn,NY
68,94147,San Francisco,CA
3,10310,Staten Island,NY
45,94126,San Francisco,CA
99,98185,Seattle,WA
83,95194,San Jose,CA
38,91616,North Hollywood,CA
52,10045,New York City,NY
79,11225,Brooklyn,NY
41,91411,Van Nuys,CA
48,93584,Lancaster,CA
93,23220,Richmond,VA
73,94126,San Francisco,CA
87,98417,Tacoma,WA
20,07188,Newark,NJ
53,91125,Pasadena,CA
88,23605,Newport News,VA
91,92410,San Bernardino,CA
49,10034,New York City,NY
18,99205,Spokane,WA
55,93762,Fresno,CA
25,24048,Roanoke,VA
11,10469,Bronx,NY
24,22309,Alexandria,VA
29,91520,Burbank,CA
34,90305,Inglewood,CA
77,98133,Seattle,WA
49,11436,Jamaica,NY
79,93709,Fresno,CA
26,10464,Bronx,NY
95,22212,Arlington,VA
34,06510,New Haven,CT
25,94605,Oakland,CA
94,10292,New York City,NY
6,94230,Sacramento,CA
17,94147,San Francisco,CA
71,95160,San Jose,CA
51,93311,Bakersfield,CA
86,10105,New York City,NY
91,11854,Hicksville,NY
31,13224,Syracuse,NY
47,92115,San Diego,CA
32,11407,Jamaica,NY
89,22234,Arlington,VA
79,02142,Cambridge,MA
70,14609,Rochester,NY
80,92519,Riverside,CA
32,95205,Stockton,CA
19,11499,Jamaica,NY
93,92883,Corona,CA
57,01129,Springfield,MA
86,10464,Bronx,NY
4,93386,Bakersfield,CA
4,07505,Paterson,NJ
31,94089,Sunnyvale,CA
46,14215,Buffalo,NY
40,90605,Whittier,CA
29,07208,Elizabeth,NJ
19,92645,Garden Grove,CA
98,10249,New York City,NY
81,92867,Orange,CA
21,23436,Suffolk,VA
56,94611,Oakland,CA
99,01114,Springfield,MA
84,24004,Roanoke,VA
27,12237,Albany,NY
42,22309,Alexandria,VA
63,94660,Oakland,CA
61,92705,Santa Ana,CA
5,91606,North Hollywood,CA
13,95354,Modesto,CA
21,02124,Boston,MA
57,22313,Alexandria,VA
99,11247,Brooklyn,NY
41,13217,Syracuse,NY
10,08638,Trenton,NJ
98,90405,Santa Monica,CA
43,92805,Anaheim,CA
59,90805,Long Beach,CA
91,90510,Torrance,CA
46,94126,San Francisco,CA
12,93399,Bakersfield,CA
94,92555,Moreno Valley,CA
35,93407,San Luis Obispo,CA
15,95133,San Jose,CA
13,94159,San Francisco,CA
70,06120,Hartford,CT
29,94913,San Rafael,CA
35,23454,Virginia Beach,VA
11,93721,Fresno,CA
12,11044,New Hyde Park,NY
17,90055,Los Angeles,CA
9,93034,Oxnard,CA
89,07208,Elizabeth,NJ
93,22908,Charlottesville,VA
100,11215,Brooklyn,NY
100,90020,Los Angeles,CA
6,14624,Rochester,NY
94,11499,Jamaica,NY
24,99215,Spokane,WA
50,13505,Utica,NY
86,94660,Oakland,CA
74,10469,Bronx,NY
82,14269,Buffalo,NY
21,10203,New York City,NY
18,10165,New York City,NY
81,94177,San Francisco,CA
66,06673,Bridgeport,CT
50,06825,Fairfield,CT
34,11436,Jamaica,NY
96,99220,Spokane,WA
39,94142,San Francisco,CA
81,92619,Irvine,CA
70,08922,New Brunswick,NJ
41,08638,Trenton,NJ
83,95160,San Jose,CA
24,23213,Richmond,VA
26,23514,Norfolk,VA
9,11205,Brooklyn,NY
76,91406,Van Nuys,CA
13,94159,San Francisco,CA
75,94913,San Rafael,CA
13,93591,Palmdale,CA
44,95833,Sacramento,CA
23,23705,Portsmouth,VA
33,02203,Boston,MA
88,90087,Los Angeles,CA
83,95054,Santa Clara,CA
3,94121,San Francisco,CA
22,90005,Los Angeles,CA
55,95054,Santa Clara,CA
85,92160,San Diego,CA
29,22908,Charlottesville,VA
33,94250,Sacramento,CA
75,23225,Richmond,VA
96,11215,Brooklyn,NY
38,06606,Bridgeport,CT
19,99220,Spokane,WA
61,90505,Torrance,CA
78,93786,Fresno,CA
84,06825,Fairfield,CT
28,08619,Trenton,NJ
65,99252,Spokane,WA
9,07208,Elizabeth,NJ
32,95298,Stockton,CA
79,11210,Brooklyn,NY
23,14614,Rochester,NY
100,10099,New York City,NY
21,02109,Boston,MA
77,90010,Los Angeles,CA
94,94142,San Francisco,CA
92,90305,Inglewood,CA
82,01813,Woburn,MA
54,10090,New York City,NY
53,90610,Whittier,CA
43,10474,Bronx,NY
58,95205,Stockton,CA
8,10024,New York City,NY
91,07208,Elizabeth,NJ
96,08638,Trenton,NJ
57,20195,Reston,VA
83,94622,Oakland,CA
17,92191,San Diego,CA
77,06520,New Haven,CT
41,90055,Los Angeles,CA
80,90040,Los Angeles,CA
19,10203,New York City,NY
77,99220,Spokane,WA
67,90610,Whittier,CA
43,94622,Oakland,CA
15,14263,Buffalo,NY
74,10099,New York City,NY
32,95833,Sacramento,CA
75,11044,New Hyde Park,NY
86,23272,Richmond,VA
97,13210,Syracuse,NY
5,93584,Lancaster,CA
41,06510,New Haven,CT
46,01654,Worcester,MA
19,10184,New York City,NY
6,23285,Richmond,VA
1,23203,Richmond,VA
80,23213,Richmond,VA
10,92805,Anaheim,CA
93,01654,Worcester,MA
6,06183,Hartford,CT
25,11447,Jamaica,NY
1,07195,Newark,NJ
84,11024,Great Neck,NY
51,92415,San Bernardino,CA
60,90189,Los Angeles,CA
92,23272,Richmond,VA
47,95064,Santa Cruz,CA
10,12255,Albany,NY
99,94159,San Francisco,CA
55,93786,Fresno,CA
26,98195,Seattle,WA
80,95838,Sacramento,CA
13,13217,Syracuse,NY
9,94207,Sacramento,CA
44,98498,Lakewood,WA
45,95298,Stockton,CA
18,23285,Richmond,VA
79,10155,New York City,NY
91,93106,Santa Barbara,CA
23,94263,Sacramento,CA
40,10292,New York City,NY
49,01610,Worcester,MA
40,90035,Los Angeles,CA
79,12262,Albany,NY
43,99205,Spokane,WA
88,91199,Pasadena,CA
46,91841,Alhambra,CA
61,14604,Rochester,NY
27,10557,Mount Vernon,NY
33,94660,Oakland,CA
75,02109,Boston,MA
44,94147,San Francisco,CA
93,98506,Olympia,WA
7,06922,Stamford,CT
91,94616,Oakland,CA
37,90831,Long Beach,CA
49,02453,Waltham,MA
44,01152,Springfield,MA
87,92424,San Bernardino,CA
64,10090,New York City,NY
79,98442,Tacoma,WA
97,90398,Inglewood,CA
86,90055,Los Angeles,CA
53,10280,New York City,NY
78,94297,Sacramento,CA
40,06160,Hartford,CT
63,08638,Trenton,NJ
94,93034,Oxnard,CA
99,10034,New York City,NY
72,23208,Richmond,VA
74,22309,Alexandria,VA
11,23605,Newport News,VA
98,98687,Vancouver,WA
41,10469,Bronx,NY
50,94257,Sacramento,CA
15,07112,Newark,NJ
5,93305,Bakersfield,CA
21,10105,New York City,NY
46,95150,San Jose,CA
92,90094,Los Angeles,CA
46,10275,New York City,NY
96,07104,Newark,NJ
33,94230,Sacramento,CA
10,14619,Rochester,NY
79,23213,Richmond,VA
70,95833,Sacramento,CA
38,23277,Richmond,VA
1,90410,Santa Monica,CA
39,90065,Los Angeles,CA
91,92825,Anaheim,CA
47,90035,Los Angeles,CA
33,92878,Corona,CA
75,14639,Rochester,NY
36,10105,New York City,NY
60,91797,Pomona,CA
36,22301,Alexandria,VA
12,02216,Boston,MA
81,10014,New York City,NY
83,94616,Oakland,CA
95,10009,New York City,NY
16,10454,Bronx,NY
4,95133,San Jose,CA
24,22244,Arlington,VA
5,23277,Richmond,VA
27,07305,Jersey City,NJ
32,92619,Irvine,CA
95,22405,Fredericksburg,VA
15,11470,Jamaica,NY
79,92176,San Diego,CA
81,24040,Roanoke,VA
12,02109,Boston,MA
91,14609,Rochester,NY
92,95973,Chico,CA
7,02216,Boston,MA
62,93111,Santa Barbara,CA
53,11236,Brooklyn,NY
46,98464,Tacoma,WA
37,92825,Anaheim,CA
16,90840,Long Beach,CA
87,06673,Bridgeport,CT
22,94250,Sacramento,CA
63,10203,New York City,NY
43,90094,Los Angeles,CA
1,02453,Waltham,MA
3,99215,Spokane,WA
21,24024,Roanoke,VA
97,92170,San Diego,CA
86,98417,Tacoma,WA
92,22184,Vienna,VA
12,08104,Camden,NJ
95,90505,Torrance,CA
11,07544,Paterson,NJ
13,94137,San Francisco,CA
78,10459,Bronx,NY
9,98175,Seattle,WA
46,01605,Worcester,MA
50,98907,Yakima,WA
69,08695,Trenton,NJ
57,98166,Seattle,WA
50,93907,Salinas,CA
54,92648,Huntington Beach,CA
46,10150,New York City,NY
18,92710,Irvine,CA
11,91616,North Hollywood,CA
40,94627,Oakland,CA
20,06120,Hartford,CT
63,91109,Pasadena,CA
34,11254,Brooklyn,NY
24,95113,San Jose,CA
67,20195,Reston,VA
22,98405,Tacoma,WA
22,92883,Corona,CA
71,08922,New Brunswick,NJ
67,94291,Sacramento,CA
5,10115,New York City,NY
89,24515,Lynchburg,VA
16,98464,Tacoma,WA
55,93786,Fresno,CA
66,95838,Sacramento,CA
73,92835,Fullerton,CA
100,22908,Charlottesville,VA
85,02472,Watertown,MA
77,24034,Roanoke,VA
74,91520,Burbank,CA
65,23324,Chesapeake,VA
32,94405,San Mateo,CA
98,95833,Sacramento,CA
6,90025,Los Angeles,CA
60,98133,Seattle,WA
84,98133,Seattle,WA
76,01152,Springfield,MA
5,93786,Fresno,CA
35,07544,Paterson,NJ
67,06705,Waterbury,CT
32,10160,New York City,NY
54,93750,Fresno,CA
38,92878,Corona,CA
80,98133,Seattle,WA
78,11215,Brooklyn,NY
17,06145,Hartford,CT
78,91131,Pasadena,CA
98,01114,Springfield,MA
23,92812,Anaheim,CA
54,12242,Albany,NY
60,95205,Stockton,CA
63,94975,Petaluma,CA
59,10090,New York City,NY
68,06160,Hartford,CT
53,02458,Newton,MA
99,01114,Springfield,MA
39,91411,Van Nuys,CA
15,07104,Newark,NJ
71,10029,New York City,NY
75,23705,Portsmouth,VA
79,10120,New York City,NY
73,92883,Corona,CA
62,92145,San Diego,CA
6,10305,Staten Island,NY
36,01610,Worcester,MA
91,92105,San Diego,CA
40,11241,Brooklyn,NY
15,98682,Vancouver,WA
25,22234,Arlington,VA
8,90505,Torrance,CA
42,94660,Oakland,CA
22,24029,Roanoke,VA
